x1,y1,z1
-0.684687,-0.034949,0.727999
-0.677383,-0.034576,0.734818
-0.670010,-0.034200,0.741564
-0.662571,-0.033820,0.748235
-0.655065,-0.033437,0.754832
-0.647494,-0.033051,0.761353
-0.639858,-0.032661,0.767799
-0.632158,-0.032268,0.774167
-0.624395,-0.031872,0.780458
-0.616570,-0.031472,0.786671
-0.608683,-0.031070,0.792805
-0.600734,-0.030664,0.798860
-0.592726,-0.030255,0.804835
-0.584659,-0.029843,0.810730
-0.576533,-0.029429,0.816544
-0.568350,-0.029011,0.822276
-0.560109,-0.028590,0.827925
-0.551813,-0.028167,0.833492
-0.543461,-0.027741,0.838976
-0.535055,-0.027312,0.844375
-0.526596,-0.026880,0.849691
-0.518084,-0.026445,0.854921
-0.509520,-0.026008,0.860066
-0.500905,-0.025568,0.865124
-0.492240,-0.025126,0.870097
-0.483526,-0.024681,0.874982
-0.474764,-0.024234,0.879779
-0.465954,-0.023784,0.884489
-0.457097,-0.023332,0.889111
-0.448195,-0.022878,0.893643
-0.439248,-0.022421,0.898086
-0.430257,-0.021962,0.902439
-0.421223,-0.021501,0.906702
-0.412147,-0.021038,0.910874
-0.403030,-0.020572,0.914956
-0.393872,-0.020105,0.918945
-0.384675,-0.019635,0.922843
-0.375439,-0.019164,0.926649
-0.366166,-0.018691,0.930362
-0.356857,-0.018215,0.933982
-0.347511,-0.017738,0.937508
-0.338131,-0.017260,0.940941
-0.328717,-0.016779,0.944279
-0.319270,-0.016297,0.947524
-0.309792,-0.015813,0.950673
-0.300282,-0.015328,0.953727
-0.290742,-0.014841,0.956686
-0.281173,-0.014352,0.959550
-0.271577,-0.013862,0.962317
-0.261952,-0.013371,0.964988
-0.252302,-0.012879,0.967563
-0.242627,-0.012385,0.970041
-0.232927,-0.011890,0.972422
-0.223204,-0.011393,0.974705
-0.213459,-0.010896,0.976891
-0.203692,-0.010397,0.978980
-0.193905,-0.009898,0.980970
-0.184098,-0.009397,0.982863
-0.174273,-0.008896,0.984657
-0.164431,-0.008393,0.986353
-0.154572,-0.007890,0.987950
-0.144698,-0.007386,0.989448
-0.134809,-0.006881,0.990848
-0.124907,-0.006376,0.992148
-0.114993,-0.005870,0.993349
-0.105066,-0.005363,0.994451
-0.095130,-0.004856,0.995453
-0.085184,-0.004348,0.996356
-0.075229,-0.003840,0.997159
-0.065267,-0.003331,0.997862
-0.055298,-0.002823,0.998466
-0.045324,-0.002314,0.998970
-0.035345,-0.001804,0.999374
-0.025362,-0.001295,0.999677
-0.015378,-0.000785,0.999881
-0.005391,-0.000275,0.999985
0.004596,0.000235,0.999989
0.014582,0.000744,0.999893
0.024567,0.001254,0.999697
0.034550,0.001764,0.999401
0.044529,0.002273,0.999006
0.054504,0.002782,0.998510
0.064473,0.003291,0.997914
0.074436,0.003800,0.997219
0.084391,0.004308,0.996423
0.094338,0.004815,0.995529
0.104275,0.005323,0.994534
0.114202,0.005829,0.993440
0.124118,0.006336,0.992247
0.134021,0.006841,0.990955
0.143911,0.007346,0.989563
0.153786,0.007850,0.988073
0.163647,0.008353,0.986484
0.173490,0.008856,0.984796
0.183316,0.009357,0.983009
0.193124,0.009858,0.981125
0.202913,0.010358,0.979142
0.212682,0.010856,0.977061
0.222429,0.011354,0.974883
0.232154,0.011850,0.972607
0.241855,0.012345,0.970234
0.251533,0.012839,0.967764
0.261185,0.013332,0.965197
0.270811,0.013823,0.962533
0.280410,0.014313,0.959774
0.289981,0.014802,0.956918
0.299523,0.015289,0.953966
0.309036,0.015774,0.950920
0.318517,0.016258,0.947778
0.327966,0.016741,0.944541
0.337383,0.017221,0.941210
0.346766,0.017700,0.937785
0.356114,0.018178,0.934266
0.365426,0.018653,0.930653
0.374702,0.019126,0.926948
0.383941,0.019598,0.923150
0.393141,0.020068,0.919259
0.402302,0.020535,0.915277
0.411422,0.021001,0.911203
0.420502,0.021464,0.907038
0.429539,0.021926,0.902782
0.438534,0.022385,0.898436
0.447484,0.022842,0.894000
0.456390,0.023296,0.889475
0.465250,0.023748,0.884861
0.474064,0.024198,0.880158
0.482830,0.024646,0.875367
0.491548,0.025091,0.870489
0.500217,0.025533,0.865523
0.508836,0.025973,0.860472
0.517404,0.026411,0.855334
0.525920,0.026845,0.850110
0.534384,0.027277,0.844802
0.542794,0.027707,0.839409
0.551150,0.028133,0.833932
0.559451,0.028557,0.828372
0.567695,0.028978,0.822728
0.575884,0.029396,0.817003
0.584014,0.029811,0.811196
0.592086,0.030223,0.805308
0.600099,0.030632,0.799339
0.608052,0.031038,0.793290
0.615944,0.031440,0.787162
0.623774,0.031840,0.780956
0.631542,0.032237,0.774671
0.639247,0.032630,0.768309
0.646888,0.033020,0.761870
0.654465,0.033407,0.755354
0.661976,0.033790,0.748763
0.669420,0.034170,0.742098
0.676798,0.034547,0.735358
0.684108,0.034920,0.728544
0.691350,0.035289,0.721658
0.698522,0.035656,0.714700
0.705625,0.036018,0.707670
-0.705473,-0.048046,0.707107
-0.698383,-0.047563,0.714142
-0.691223,-0.047076,0.721107
-0.683994,-0.046583,0.727999
-0.676697,-0.046086,0.734818
-0.669332,-0.045585,0.741564
-0.661900,-0.045079,0.748235
-0.654402,-0.044568,0.754832
-0.646839,-0.044053,0.761353
-0.639210,-0.043533,0.767799
-0.631518,-0.043010,0.774167
-0.623763,-0.042481,0.780458
-0.615946,-0.041949,0.786671
-0.608066,-0.041412,0.792805
-0.600126,-0.040872,0.798860
-0.592126,-0.040327,0.804835
-0.584067,-0.039778,0.810730
-0.575950,-0.039225,0.816544
-0.567774,-0.038668,0.822276
-0.559542,-0.038108,0.827925
-0.551254,-0.037543,0.833492
-0.542911,-0.036975,0.838976
-0.534514,-0.036403,0.844375
-0.526063,-0.035828,0.849691
-0.517560,-0.035248,0.854921
-0.509004,-0.034666,0.860066
-0.500398,-0.034080,0.865124
-0.491742,-0.033490,0.870097
-0.483037,-0.032897,0.874982
-0.474283,-0.032301,0.879779
-0.465482,-0.031702,0.884489
-0.456635,-0.031099,0.889111
-0.447741,-0.030493,0.893643
-0.438803,-0.029885,0.898086
-0.429822,-0.029273,0.902439
-0.420797,-0.028658,0.906702
-0.411730,-0.028041,0.910874
-0.402622,-0.027421,0.914956
-0.393473,-0.026797,0.918945
-0.384285,-0.026172,0.922843
-0.375059,-0.025543,0.926649
-0.365796,-0.024913,0.930362
-0.356495,-0.024279,0.933982
-0.347159,-0.023643,0.937508
-0.337789,-0.023005,0.940941
-0.328384,-0.022365,0.944279
-0.318947,-0.021722,0.947524
-0.309478,-0.021077,0.950673
-0.299978,-0.020430,0.953727
-0.290448,-0.019781,0.956686
-0.280889,-0.019130,0.959550
-0.271302,-0.018477,0.962317
-0.261687,-0.017822,0.964988
-0.252047,-0.017166,0.967563
-0.242381,-0.016507,0.970041
-0.232691,-0.015847,0.972422
-0.222978,-0.015186,0.974705
-0.213242,-0.014523,0.976891
-0.203486,-0.013858,0.978980
-0.193708,-0.013193,0.980970
-0.183912,-0.012525,0.982863
-0.174097,-0.011857,0.984657
-0.164265,-0.011187,0.986353
-0.154416,-0.010516,0.987950
-0.144552,-0.009845,0.989448
-0.134673,-0.009172,0.990848
-0.124781,-0.008498,0.992148
-0.114876,-0.007824,0.993349
-0.104960,-0.007148,0.994451
-0.095033,-0.006472,0.995453
-0.085097,-0.005796,0.996356
-0.075153,-0.005118,0.997159
-0.065201,-0.004440,0.997862
-0.055242,-0.003762,0.998466
-0.045278,-0.003084,0.998970
-0.035309,-0.002405,0.999374
-0.025337,-0.001726,0.999677
-0.015362,-0.001046,0.999881
-0.005386,-0.000367,0.999985
0.004591,0.000313,0.999989
0.014568,0.000992,0.999893
0.024543,0.001671,0.999697
0.034515,0.002351,0.999401
0.044484,0.003030,0.999006
0.054449,0.003708,0.998510
0.064408,0.004386,0.997914
0.074360,0.005064,0.997219
0.084306,0.005742,0.996423
0.094242,0.006418,0.995529
0.104170,0.007094,0.994534
0.114087,0.007770,0.993440
0.123992,0.008445,0.992247
0.133886,0.009118,0.990955
0.143765,0.009791,0.989563
0.153631,0.010463,0.988073
0.163481,0.011134,0.986484
0.173315,0.011804,0.984796
0.183131,0.012472,0.983009
0.192929,0.013139,0.981125
0.202708,0.013805,0.979142
0.212466,0.014470,0.977061
0.222203,0.015133,0.974883
0.231919,0.015795,0.972607
0.241610,0.016455,0.970234
0.251278,0.017113,0.967764
0.260921,0.017770,0.965197
0.270537,0.018425,0.962533
0.280126,0.019078,0.959774
0.289688,0.019729,0.956918
0.299220,0.020378,0.953966
0.308723,0.021026,0.950920
0.318194,0.021671,0.947778
0.327634,0.022314,0.944541
0.337041,0.022954,0.941210
0.346415,0.023593,0.937785
0.355753,0.024229,0.934266
0.365056,0.024862,0.930653
0.374323,0.025493,0.926948
0.383552,0.026122,0.923150
0.392743,0.026748,0.919259
0.401895,0.027371,0.915277
0.411006,0.027992,0.911203
0.420076,0.028609,0.907038
0.429104,0.029224,0.902782
0.438090,0.029836,0.898436
0.447031,0.030445,0.894000
0.455928,0.031051,0.889475
0.464779,0.031654,0.884861
0.473584,0.032253,0.880158
0.482342,0.032850,0.875367
0.491051,0.033443,0.870489
0.499711,0.034033,0.865523
0.508321,0.034619,0.860472
0.516880,0.035202,0.855334
0.525388,0.035782,0.850110
0.533843,0.036357,0.844802
0.542245,0.036930,0.839409
0.550592,0.037498,0.833932
0.558884,0.038063,0.828372
0.567121,0.038624,0.822728
0.575301,0.039181,0.817003
0.583423,0.039734,0.811196
0.591487,0.040283,0.805308
0.599492,0.040828,0.799339
0.607436,0.041369,0.793290
0.615320,0.041906,0.787162
0.623143,0.042439,0.780956
0.630903,0.042968,0.774671
0.638600,0.043492,0.768309
0.646234,0.044012,0.761870
0.653802,0.044527,0.755354
0.661305,0.045038,0.748763
0.668743,0.045545,0.742098
0.676113,0.046047,0.735358
0.683416,0.046544,0.728544
0.690650,0.047037,0.721658
0.697815,0.047525,0.714700
0.704911,0.048008,0.707670
-0.704554,-0.060032,0.707107
-0.697473,-0.059428,0.714142
-0.690323,-0.058819,0.721107
-0.683103,-0.058204,0.727999
-0.675816,-0.057583,0.734818
-0.668460,-0.056956,0.741564
-0.661038,-0.056324,0.748235
-0.653550,-0.055686,0.754832
-0.645996,-0.055042,0.761353
-0.638378,-0.054393,0.767799
-0.630696,-0.053739,0.774167
-0.622951,-0.053079,0.780458
-0.615143,-0.052413,0.786671
-0.607275,-0.051743,0.792805
-0.599345,-0.051067,0.798860
-0.591355,-0.050387,0.804835
-0.583307,-0.049701,0.810730
-0.575200,-0.049010,0.816544
-0.567035,-0.048314,0.822276
-0.558814,-0.047614,0.827925
-0.550536,-0.046909,0.833492
-0.542204,-0.046199,0.838976
-0.533818,-0.045484,0.844375
-0.525378,-0.044765,0.849691
-0.516886,-0.044041,0.854921
-0.508342,-0.043313,0.860066
-0.499747,-0.042581,0.865124
-0.491102,-0.041844,0.870097
-0.482408,-0.041104,0.874982
-0.473666,-0.040359,0.879779
-0.464876,-0.039610,0.884489
-0.456040,-0.038857,0.889111
-0.447158,-0.038100,0.893643
-0.438232,-0.037340,0.898086
-0.429262,-0.036575,0.902439
-0.420249,-0.035807,0.906702
-0.411194,-0.035036,0.910874
-0.402097,-0.034261,0.914956
-0.392961,-0.033482,0.918945
-0.383785,-0.032701,0.922843
-0.374571,-0.031915,0.926649
-0.365319,-0.031127,0.930362
-0.356031,-0.030336,0.933982
-0.346707,-0.029541,0.937508
-0.337349,-0.028744,0.940941
-0.327957,-0.027944,0.944279
-0.318532,-0.027141,0.947524
-0.309075,-0.026335,0.950673
-0.299587,-0.025526,0.953727
-0.290070,-0.024715,0.956686
-0.280523,-0.023902,0.959550
-0.270948,-0.023086,0.962317
-0.261347,-0.022268,0.964988
-0.251719,-0.021448,0.967563
-0.242065,-0.020625,0.970041
-0.232388,-0.019801,0.972422
-0.222688,-0.018974,0.974705
-0.212965,-0.018146,0.976891
-0.203221,-0.017315,0.978980
-0.193456,-0.016483,0.980970
-0.183672,-0.015650,0.982863
-0.173870,-0.014815,0.984657
-0.164051,-0.013978,0.986353
-0.154215,-0.013140,0.987950
-0.144363,-0.012301,0.989448
-0.134498,-0.011460,0.990848
-0.124618,-0.010618,0.992148
-0.114727,-0.009775,0.993349
-0.104823,-0.008932,0.994451
-0.094910,-0.008087,0.995453
-0.084986,-0.007241,0.996356
-0.075055,-0.006395,0.997159
-0.065116,-0.005548,0.997862
-0.055170,-0.004701,0.998466
-0.045219,-0.003853,0.998970
-0.035263,-0.003005,0.999374
-0.025304,-0.002156,0.999677
